CNT,TIME,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV
78037,1282.50537,0.2946,1.0655,1282.30811,0.19727,2152,1
78055,1282.80127,0.51951,1.26844,1282.5708,0.23047,2153,1
78127,1283.98486,1.05837,1.54961,1283.75439,0.23047,2154,1
78157,1284.47705,1.01056,1.49862,1284.00049,0.47656,2155,1
78219,1285.49561,1.32757,1.84827,1285.28174,0.21387,2156,1
78230,1285.67627,1.15825,1.54121,1285.61084,0.06543,2157,1
78514,1290.34131,0.05062,0.64044,1290.17725,0.16406,2158,1
78953,1297.55322,0.48079,1.35063,1297.50439,0.04883,2159,1
79332,1303.77979,0.60746,0.43387,1303.53369,0.24609,2160,1
79349,1304.05908,0.63533,0.52282,1303.79639,0.2627,2161,1
79376,1304.50342,0.51079,2.0171,1304.22412,0.2793,2162,1
79396,1304.83154,0.68248,0.43324,1304.61768,0.21387,2163,1
79414,1305.12744,0.70452,0.50095,1304.89697,0.23047,2164,1
79464,1305.94873,0.53545,0.34858,1305.63623,0.3125,2165,1
79495,1306.45752,0.60834,0.36725,1305.96533,0.49219,2166,1
79510,1306.70459,0.59595,0.33503,1306.47412,0.23047,2167,1
79529,1307.01611,0.57832,0.25737,1306.72119,0.29492,2168,1
79534,1307.09814,0.60202,0.26173,1307.03271,0.06543,2169,1
79617,1308.4624,0.58783,0.21181,1308.24854,0.21387,2170,1
79653,1309.05322,0.62157,0.18834,1308.97119,0.08203,2171,1
79917,1313.39111,0.13218,1.99712,1313.06201,0.3291,2172,1
79935,1313.68604,0.23137,1.90547,1313.45654,0.22949,2173,1
79955,1314.01514,0.21198,2.12504,1313.70264,0.3125,2174,1
79992,1314.62256,0.50625,1.05816,1314.32666,0.2959,2175,1
80028,1315.21436,0.50726,1.12125,1314.63916,0.5752,2176,1
80038,1315.37842,-0.02384,0.95378,1315.32959,0.04883,2177,1
80085,1316.15088,-0.1635,0.42293,1315.93701,0.21387,2178,1
80099,1316.38037,-0.18457,0.55126,1316.16748,0.21289,2179,1
80123,1316.7749,0.01207,0.66844,1316.44678,0.32813,2180,1
80150,1317.21826,0.46156,0.78268,1316.84033,0.37793,2181,1
80214,1318.27002,0.27352,1.6971,1317.3335,0.93652,2182,1
80239,1318.68018,0.29303,1.74098,1318.28662,0.39355,2183,1
80261,1319.0415,0.2633,1.83025,1318.69678,0.34473,2184,1
80294,1319.58447,0.29901,1.71809,1319.05811,0.52637,2185,1
80307,1319.79736,0.336,1.84255,1319.60107,0.19629,2186,1
80327,1320.12646,0.30743,1.90126,1319.81396,0.3125,2187,1
80348,1320.47119,0.30865,1.82888,1320.14307,0.32813,2188,1
80368,1320.79932,0.25139,1.77725,1320.48779,0.31152,2189,1
80434,1321.88428,0.87192,1.54144,1321.40771,0.47656,2190,1
80449,1322.13037,0.84043,1.48888,1321.90088,0.22949,2191,1
80472,1322.5083,0.80223,1.49494,1322.14697,0.36133,2192,1
80491,1322.8208,1.14165,1.6991,1322.62354,0.19727,2193,1
80549,1323.77393,0.74557,1.66752,1323.23193,0.54199,2194,1
80573,1324.16748,0.77304,1.9821,1323.88818,0.2793,2195,1
80591,1324.46338,0.78654,1.96202,1324.18408,0.2793,2196,1
80604,1324.67725,0.88181,2.06376,1324.57861,0.09863,2197,1
80623,1324.98877,0.87472,2.00514,1324.74268,0.24609,2198,1
80645,1325.3501,0.53053,0.64999,1325.104,0.24609,2199,1
80661,1325.61377,0.57636,0.57646,1325.3667,0.24707,2200,1
80693,1326.13916,0.8776,1.51597,1325.82666,0.3125,2201,1
80732,1326.77979,1.2399,1.62176,1326.54932,0.23047,2202,1
80755,1327.15771,1.11279,1.60289,1326.79639,0.36133,2203,1
80782,1327.60107,0.98658,1.50686,1327.22314,0.37793,2204,1
80810,1328.06104,0.96032,1.46342,1327.61768,0.44336,2205,1
80830,1328.39014,0.98355,1.50396,1328.07764,0.3125,2206,1
80845,1328.63623,0.9058,1.42712,1328.40576,0.23047,2207,1
80883,1329.26025,0.89852,1.97718,1329.04736,0.21289,2208,1
80898,1329.50635,0.96042,1.87057,1329.27686,0.22949,2209,1
80936,1330.13135,0.666,1.37521,1329.81885,0.3125,2210,1
80956,1330.45947,1.0667,1.52309,1330.19678,0.2627,2211,1
80973,1330.73877,0.68048,1.54187,1330.5249,0.21387,2212,1
80995,1331.1001,0.48283,0.86994,1330.8042,0.2959,2213,1
81013,1331.396,0.37132,0.59402,1331.1665,0.22949,2214,1
81020,1331.51123,-0.55496,0.0769,1331.46143,0.0498,2215,1
81038,1331.80713,0.52008,0.43296,1331.7251,0.08203,2216,1
81062,1332.20068,-0.521,0.1757,1331.87256,0.32813,2217,1
81087,1332.61182,0.52107,0.39231,1332.26709,0.34473,2218,1
81098,1332.79248,-0.12096,0.26409,1332.72705,0.06543,2219,1
81129,1333.30127,0.09811,0.39904,1332.85791,0.44336,2220,1
81154,1333.7124,-0.01581,0.27398,1333.36768,0.34473,2221,1
81186,1334.23779,0.09736,0.16994,1334.0249,0.21289,2222,1
81203,1334.51709,0.07562,0.07348,1334.25439,0.2627,2223,1
81218,1334.76416,-0.37905,0.46235,1334.68213,0.08203,2224,1
81255,1335.37158,-0.28626,0.47588,1335.27295,0.09863,2225,1
81278,1335.74951,0.42948,0.59737,1335.43799,0.31152,2226,1
81297,1336.06201,0.46408,0.57027,1335.76611,0.2959,2227,1
81382,1337.4585,0.48964,0.49658,1337.21143,0.24707,2228,1
81401,1337.77002,0.56089,0.36073,1337.52393,0.24609,2229,1
81423,1338.13135,0.41076,0.51296,1337.83643,0.29492,2230,1
81454,1338.64111,0.50091,0.46212,1338.29639,0.34473,2231,1
81468,1338.87061,0.54601,0.35018,1338.65771,0.21289,2232,1
81486,1339.1665,0.57943,0.25162,1338.93701,0.22949,2233,1
81497,1339.34717,0.4796,0.4844,1339.23193,0.11523,2234,1
81510,1339.56104,0.50221,0.57963,1339.4126,0.14844,2235,1
81524,1339.79053,0.55317,0.41819,1339.7251,0.06543,2236,1
81552,1340.25049,0.4317,0.53016,1340.00439,0.24609,2237,1
81607,1341.15479,0.45861,0.52434,1340.26709,0.8877,2238,1
81623,1341.41748,0.49186,0.52136,1341.17041,0.24707,2239,1
81652,1341.89404,0.35347,0.5687,1341.68018,0.21387,2240,1
81665,1342.10693,0.39685,0.5572,1341.91064,0.19629,2241,1
81683,1342.40283,0.40936,0.56509,1342.12354,0.2793,2242,1
81693,1342.56689,-0.26686,0.41787,1342.46826,0.09863,2243,1
81709,1342.83057,0.20981,0.49629,1342.6333,0.19727,2244,1
81781,1344.01318,0.78572,2.19107,1343.43799,0.5752,2245,1
81812,1344.52197,0.80957,2.14242,1344.02979,0.49219,2246,1
81830,1344.81787,0.7498,2.08196,1344.53857,0.2793,2247,1
81848,1345.11377,0.75725,2.03583,1344.83447,0.2793,2248,1
81876,1345.57373,0.81706,2.07103,1345.13037,0.44336,2249,1
81898,1345.93506,0.77008,2.01475,1345.59033,0.34473,2250,1
81928,1346.42822,0.81569,2.05995,1346.00049,0.42773,2251,1
81935,1346.54248,0.79885,2.02247,1346.44482,0.09766,2252,1
81999,1347.59424,-0.48883,0.32081,1347.29834,0.2959,2253,1
82023,1347.98877,-0.44049,0.34807,1347.7583,0.23047,2254,1
82048,1348.39893,0.21199,0.43435,1348.20264,0.19629,2255,1
82069,1348.74463,0.39661,0.63634,1348.56396,0.18066,2256,1
82079,1348.90869,0.44206,0.491,1348.81006,0.09863,2257,1
82133,1349.79541,0.8089,2.19065,1349.51709,0.27832,2258,1
82164,1350.30518,0.85177,2.21034,1350.00928,0.2959,2259,1
82185,1350.6499,0.79905,2.18136,1350.32178,0.32813,2260,1
82238,1351.521,0.06922,0.29976,1351.2583,0.2627,2261,1
82257,1351.83252,0.14231,0.09255,1351.58643,0.24609,2262,1
82284,1352.27588,0.30418,-0.20995,1351.94775,0.32813,2263,1
82305,1352.62158,0.25342,-0.19285,1352.29248,0.3291,2264,1
82336,1353.13037,0.05525,0.10071,1352.78564,0.34473,2265,1
82355,1353.44287,0.41878,0.86593,1353.24561,0.19727,2266,1
82376,1353.7876,0.42298,0.6364,1353.5083,0.2793,2267,1
82386,1353.95166,0.42509,0.64005,1353.90283,0.04883,2268,1
82405,1354.26416,0.38249,1.2132,1354.21533,0.04883,2269,1
82417,1354.46143,0.42717,0.81399,1354.33154,0.12988,2270,1
82440,1354.83936,0.2989,2.13623,1354.62549,0.21387,2271,1
82457,1355.11865,0.34652,1.70734,1354.95459,0.16406,2272,1
82643,1358.17432,0.18802,2.27977,1357.74756,0.42676,2273,1
82865,1361.8208,0.44385,0.35078,1361.73877,0.08203,2274,1
82933,1362.93799,0.09292,1.78241,1362.67529,0.2627,2275,1
82961,1363.39795,0.10212,1.75323,1362.95459,0.44336,2276,1
82978,1363.67725,0.09317,1.67943,1363.41455,0.2627,2277,1
83005,1364.12158,0.11841,1.65867,1363.69385,0.42773,2278,1
83012,1364.23584,0.22081,1.68755,1364.13721,0.09863,2279,1
83047,1364.81104,-0.48191,0.00911,1364.6958,0.11523,2280,1
83078,1365.3208,-0.3966,0.32261,1365.12354,0.19727,2281,1
83105,1365.76416,0.06514,1.64053,1365.43506,0.3291,2282,1
83115,1365.92822,0.18183,1.47453,1365.78076,0.14746,2283,1
83136,1366.27393,0.5687,0.71462,1366.19092,0.08301,2284,1
83152,1366.53564,0.31577,1.35858,1366.48682,0.04883,2285,1
83159,1366.65088,0.44566,1.55311,1366.55225,0.09863,2286,1
83198,1367.2915,1.44614,1.64873,1366.96338,0.32813,2287,1
83222,1367.68604,1.36944,1.57239,1367.30811,0.37793,2288,1
83243,1368.03076,1.00017,1.51258,1367.75146,0.2793,2289,1
83260,1368.31006,1.17028,1.53269,1368.09717,0.21289,2290,1
83295,1368.88525,0.24297,1.64901,1368.52393,0.36133,2291,1
83314,1369.19775,0.23457,1.70331,1368.90186,0.2959,2292,1
83329,1369.44385,0.24539,1.75249,1369.21436,0.22949,2293,1
83345,1369.70654,0.24493,1.74967,1369.46045,0.24609,2294,1
83374,1370.18311,0.18129,1.78212,1369.72314,0.45996,2295,1
83396,1370.54443,0.12445,1.80942,1370.19971,0.34473,2296,1
83417,1370.89014,0.13057,1.74682,1370.56104,0.3291,2297,1
83435,1371.18506,0.1607,1.70026,1370.95557,0.22949,2298,1
83452,1371.46436,0.15415,1.7966,1371.20166,0.2627,2299,1
83471,1371.77686,0.15092,1.82261,1371.48096,0.2959,2300,1
83484,1371.99072,-0.34062,0.3189,1371.94092,0.0498,2301,1
83494,1372.15479,-0.04666,0.48681,1372.10498,0.0498,2302,1
83524,1372.64795,0.12686,0.60761,1372.41748,0.23047,2303,1
83549,1373.05811,0.11488,0.5435,1372.81201,0.24609,2304,1
83579,1373.55127,0.41263,0.95336,1373.3208,0.23047,2305,1
83592,1373.76416,0.4547,1.12872,1373.56787,0.19629,2306,1
83596,1373.83057,0.39358,1.1641,1373.78076,0.0498,2307,1
83613,1374.10986,0.40718,1.25515,1373.896,0.21387,2308,1
83632,1374.42139,0.35472,1.06928,1374.17529,0.24609,2309,1
83648,1374.68408,0.40127,1.1568,1374.48779,0.19629,2310,1
83658,1374.84912,0.45056,1.51968,1374.79932,0.0498,2311,1
83685,1375.29248,0.37914,1.36055,1375.06201,0.23047,2312,1
83710,1375.70264,0.34965,1.1008,1375.50635,0.19629,2313,1
83741,1376.2124,0.46145,1.17817,1375.9165,0.2959,2314,1
83774,1376.75439,0.43922,1.44371,1376.5249,0.22949,2315,1
83791,1377.03369,0.45562,1.50905,1376.771,0.2627,2316,1
83813,1377.39502,0.37395,1.35144,1377.29639,0.09863,2317,1
83820,1377.51025,0.30054,1.00965,1377.46045,0.0498,2318,1
83835,1377.75635,0.36869,1.35304,1377.62549,0.13086,2319,1
83872,1378.36475,0.27232,1.27741,1377.97021,0.39453,2320,1
83890,1378.66064,0.32243,1.38685,1378.43018,0.23047,2321,1
83917,1379.104,0.41284,1.42811,1378.82471,0.2793,2322,1
83950,1379.646,0.41326,1.18558,1379.4165,0.22949,2323,1
83968,1379.94189,0.18123,1.03378,1379.71143,0.23047,2324,1
83981,1380.15576,0.30244,1.11596,1379.9585,0.19727,2325,1
83991,1380.31982,0.35946,1.01727,1380.27002,0.0498,2326,1
84011,1380.64795,0.22061,1.05558,1380.43408,0.21387,2327,1
84037,1381.07568,0.37907,0.94298,1380.81201,0.26367,2328,1
84077,1381.73193,0.43072,1.03905,1381.6333,0.09863,2329,1
84121,1382.45557,0.35178,0.96685,1382.19189,0.26367,2330,1
84167,1383.21045,-0.1461,0.65824,1382.81689,0.39355,2331,1
84186,1383.52295,-0.16569,0.65331,1383.22803,0.29492,2332,1
84209,1383.90088,-0.17125,0.6625,1383.63818,0.2627,2333,1
84223,1384.13135,-0.08071,0.74782,1383.91748,0.21387,2334,1
84246,1384.5083,-0.01695,0.69299,1384.29541,0.21289,2335,1
84278,1385.03467,0.03883,0.89568,1384.8208,0.21387,2336,1
84285,1385.14893,-0.17976,0.51451,1385.1001,0.04883,2337,1
84321,1385.74072,0.23892,1.60705,1385.4126,0.32813,2338,1
84344,1386.11865,0.10209,1.68917,1385.80615,0.3125,2339,1
84398,1387.00635,0.91862,2.34643,1386.47998,0.52637,2340,1
84419,1387.35107,0.87498,2.28604,1387.02197,0.3291,2341,1
84455,1387.94189,1.02781,1.51874,1387.51514,0.42676,2342,1
84472,1388.22119,0.99388,1.5923,1387.9585,0.2627,2343,1
84504,1388.74756,1.12188,1.63827,1388.2876,0.45996,2344,1
84556,1389.60107,0.47136,0.50658,1389.40381,0.19727,2345,1
84577,1389.94678,0.47502,0.29925,1389.66748,0.2793,2346,1
84612,1390.521,-0.94024,-0.2221,1390.2583,0.2627,2347,1
84638,1390.94873,0.43586,0.12672,1390.68604,0.2627,2348,1
84644,1391.04736,0.36444,0.13506,1390.96533,0.08203,2349,1
84654,1391.21143,0.15628,2.82689,1391.1626,0.04883,2350,1
84688,1391.77002,0.35909,0.21192,1391.47412,0.2959,2351,1
84696,1391.90186,0.38479,0.11211,1391.83545,0.06641,2352,1
84719,1392.27881,0.42324,0.16673,1392.01611,0.2627,2353,1
84754,1392.854,0.52071,0.21747,1392.64111,0.21289,2354,1
84771,1393.1333,0.36806,0.3692,1392.91943,0.21387,2355,1
84803,1393.65967,-0.61797,0.15029,1393.396,0.26367,2356,1
84849,1394.41455,-0.16035,0.4482,1394.16846,0.24609,2357,1
84870,1394.76025,0.51194,0.58819,1394.52979,0.23047,2358,1
84891,1395.10498,0.52723,0.34628,1394.82568,0.2793,2359,1
84906,1395.35107,0.50832,0.27488,1395.12158,0.22949,2360,1
84925,1395.66357,0.49039,0.09776,1395.41748,0.24609,2361,1
84947,1396.0249,0.58554,0.26229,1395.77881,0.24609,2362,1
84961,1396.25439,0.4539,0.29133,1396.0415,0.21289,2363,1
84972,1396.43604,0.3995,0.33692,1396.271,0.16504,2364,1
85007,1397.01025,-0.54987,0.21074,1396.79736,0.21289,2365,1
85037,1397.50342,-0.67272,0.24318,1397.22412,0.2793,2366,1
85099,1398.52197,0.47057,0.3752,1397.91455,0.60742,2367,1
85116,1398.80127,0.42622,0.38716,1398.53857,0.2627,2368,1
85134,1399.09717,0.56314,0.97973,1398.8667,0.23047,2369,1
85153,1399.40869,0.82943,2.12264,1399.2124,0.19629,2370,1
85170,1399.68799,0.72572,1.90849,1399.52393,0.16406,2371,1
85188,1399.98389,0.23275,0.88369,1399.75439,0.22949,2372,1
85196,1400.11572,0.30367,0.93235,1400.04932,0.06641,2373,1
85240,1400.83838,0.5132,0.76382,1400.62451,0.21387,2374,1
85262,1401.19971,0.50719,0.4312,1400.90381,0.2959,2375,1
85274,1401.39697,0.43883,1.00173,1401.26514,0.13184,2376,1
85313,1402.0376,0.43548,1.87803,1401.61084,0.42676,2377,1
85342,1402.51416,0.55575,0.85785,1402.10303,0.41113,2378,1
85349,1402.62939,0.50733,0.85867,1402.53076,0.09863,2379,1
85385,1403.22021,0.46647,0.44175,1402.99072,0.22949,2380,1
85406,1403.56494,0.4137,0.33495,1403.23682,0.32813,2381,1
85424,1403.86084,0.41325,0.3327,1403.58154,0.2793,2382,1
85431,1403.97607,0.48856,0.55414,1403.92725,0.04883,2383,1
85445,1404.20654,0.48363,0.91796,1404.0415,0.16504,2384,1
85471,1404.6333,0.51084,0.96293,1404.41943,0.21387,2385,1
85488,1404.9126,0.50757,0.89075,1404.6499,0.2627,2386,1
85535,1405.68506,0.53127,0.95915,1405.42139,0.26367,2387,1
85564,1406.16064,0.49909,0.83184,1405.89795,0.2627,2388,1
85584,1406.48975,0.28262,0.96279,1406.22705,0.2627,2389,1
85603,1406.80225,0.30744,2.0432,1406.55518,0.24707,2390,1
85620,1407.08154,0.36388,2.0481,1406.81787,0.26367,2391,1
85682,1408.1626,0.70425,1.52512,1408.01318,0.14941,2392,1
85732,1409.00342,-0.05021,0.32875,1408.83936,0.16406,2393,1
85861,1411.12256,0.73736,1.28545,1410.3999,0.72266,2394,1
85893,1411.64893,0.72444,0.95518,1411.18799,0.46094,2395,1
85908,1411.89502,0.65903,0.92369,1411.66455,0.23047,2396,1
85951,1412.60107,0.71074,0.9294,1412.35498,0.24609,2397,1
85984,1413.14307,0.73032,0.96871,1412.86377,0.2793,2398,1
85997,1413.35693,1.01465,1.78814,1413.2085,0.14844,2399,1
86025,1413.81689,0.47615,1.46728,1413.5708,0.24609,2400,1
86107,1415.16357,0.58717,0.86844,1415.11475,0.04883,2401,1
86134,1415.60791,0.51185,0.65247,1415.5249,0.08301,2402,1
86157,1415.98486,0.43337,1.78671,1415.67334,0.31152,2403,1
86181,1416.37939,0.54993,0.5451,1416.24854,0.13086,2404,1
86197,1416.64209,1.12334,1.7436,1416.59326,0.04883,2405,1
86216,1416.95459,0.85928,1.55084,1416.75732,0.19727,2406,1
86223,1417.0708,0.94065,1.6031,1416.97119,0.09961,2407,1
86250,1417.51318,0.35541,0.32909,1417.28271,0.23047,2408,1
86275,1417.92334,-0.11582,-0.13538,1417.57861,0.34473,2409,1
86301,1418.35107,-0.09012,1.22176,1418.03857,0.3125,2410,1
86321,1418.6792,0.00245,1.27098,1418.36768,0.31152,2411,1
86350,1419.15576,-0.0846,-0.06957,1418.84326,0.3125,2412,1
86356,1419.25439,-0.02426,0.03784,1419.17236,0.08203,2413,1
86374,1419.55029,0.48396,0.48891,1419.31982,0.23047,2414,1
86415,1420.22412,0.37474,0.67252,1420.01025,0.21387,2415,1
86440,1420.63428,0.30311,0.88501,1420.28955,0.34473,2416,1
86461,1420.979,0.48842,0.94656,1420.69971,0.2793,2417,1
86503,1421.66943,0.41379,1.56532,1421.39014,0.2793,2418,1
86521,1421.96533,0.41853,1.57039,1421.68604,0.2793,2419,1
86550,1422.44189,0.43279,1.70956,1422.03076,0.41113,2420,1
86563,1422.65479,0.43467,1.5578,1422.4585,0.19629,2421,1
86584,1423.00049,0.53506,0.52892,1422.72119,0.2793,2422,1
86625,1423.67334,0.55503,0.37287,1423.01611,0.65723,2423,1
86634,1423.82178,0.713,0.40908,1423.73975,0.08203,2424,1
86669,1424.39697,0.44608,0.36908,1424.18311,0.21387,2425,1
86693,1424.79053,0.39574,2.0879,1424.51123,0.2793,2426,1
86701,1424.92236,0.34434,1.95351,1424.80713,0.11523,2427,1
86918,1428.48779,0.52473,0.46301,1428.14209,0.3457,2428,1
86932,1428.71729,0.4142,0.55931,1428.50342,0.21387,2429,1
86970,1429.34131,0.31935,0.97504,1428.78271,0.55859,2430,1
86974,1429.40674,0.31923,1.00242,1429.35791,0.04883,2431,1
86988,1429.63721,0.414,1.76149,1429.52197,0.11523,2432,1
87020,1430.1626,-0.10585,-0.23851,1429.8999,0.2627,2433,1
87034,1430.39307,0.02409,-0.01277,1430.1792,0.21387,2434,1
87073,1431.03369,0.07321,0.06523,1430.4585,0.5752,2435,1
87089,1431.29736,0.0758,0.04006,1431.05029,0.24707,2436,1
87108,1431.60889,0.12772,0.05803,1431.31299,0.2959,2437,1
87168,1432.59424,0.49089,0.42584,1431.82178,0.77246,2438,1
87260,1434.10596,0.49265,0.44214,1432.61084,1.49512,2439,1
87278,1434.40088,0.42005,1.48671,1434.17139,0.22949,2440,1
87295,1434.68018,0.53137,0.50376,1434.46729,0.21289,2441,1
87330,1435.25537,0.5104,0.31349,1434.74658,0.50879,2442,1
87376,1436.01123,0.50934,0.31787,1435.46924,0.54199,2443,1
87395,1436.32373,0.4758,0.31819,1436.02783,0.2959,2444,1
87412,1436.604,0.37766,0.2103,1436.33936,0.26465,2445,1
87436,1436.99658,0.37795,0.22335,1436.61865,0.37793,2446,1
87458,1437.35791,0.37067,0.24712,1437.21045,0.14746,2447,1
87479,1437.70361,0.35323,0.19684,1437.47314,0.23047,2448,1
87515,1438.29443,0.35532,0.2049,1437.71924,0.5752,2449,1
87543,1438.75439,0.358,0.20508,1438.31201,0.44238,2450,1
87565,1439.1167,0.39008,0.12079,1438.8208,0.2959,2451,1
87599,1439.67529,0.35231,0.14434,1439.13232,0.54297,2452,1
87615,1439.93799,0.43732,0.16941,1439.69092,0.24707,2453,1
87639,1440.33154,0.44918,0.21194,1439.95361,0.37793,2454,1
87669,1440.82471,0.47385,0.2529,1440.34814,0.47656,2455,1
87673,1440.89014,0.46949,0.34634,1440.84131,0.04883,2456,1
87756,1442.25439,0.47069,0.33984,1441.30127,0.95313,2457,1
87865,1444.04443,0.47871,0.29592,1442.41846,1.62598,2458,1
87889,1444.43896,0.46802,0.26695,1444.06104,0.37793,2459,1
87944,1445.34229,0.4268,0.21119,1444.45557,0.88672,2460,1
87980,1445.93408,0.42051,0.18366,1445.35889,0.5752,2461,1
88010,1446.42725,0.52395,0.50638,1445.99951,0.42773,2462,1
88049,1447.06787,0.52877,0.45741,1446.44385,0.62402,2463,1
88086,1447.67529,0.49782,0.42792,1447.08447,0.59082,2464,1
88107,1448.02002,0.40819,0.39986,1447.69189,0.32813,2465,1
88127,1448.34912,0.409,0.37746,1448.03662,0.3125,2466,1
88169,1449.03857,0.46341,0.36238,1448.36572,0.67285,2467,1
88176,1449.15381,0.48399,0.47832,1449.05518,0.09863,2468,1
88192,1449.4165,0.54079,1.83351,1449.26904,0.14746,2469,1
88227,1449.9917,0.50057,0.46352,1449.48291,0.50879,2470,1
88245,1450.2876,0.47703,0.48608,1450.10693,0.18066,2471,1
88269,1450.68213,0.46864,0.51082,1450.45166,0.23047,2472,1
88321,1451.53564,0.52124,0.90576,1451.09229,0.44336,2473,1
88337,1451.79932,0.42283,0.8618,1451.55225,0.24707,2474,1
88350,1452.01221,0.31633,0.62793,1451.81494,0.19727,2475,1
88374,1452.40674,-0.03329,-0.16817,1452.12744,0.2793,2476,1
88391,1452.68604,0.05025,-0.11305,1452.42334,0.2627,2477,1
88426,1453.26123,0.05826,0.01718,1452.70264,0.55859,2478,1
88440,1453.49072,0.07787,0.00914,1453.37646,0.11426,2479,1
88465,1453.90186,0.29221,1.2083,1453.70459,0.19727,2480,1
88481,1454.16455,0.13674,0.99896,1453.96729,0.19727,2481,1
88513,1454.69092,0.1056,0.51559,1454.47705,0.21387,2482,1
88561,1455.479,0.5102,1.16321,1454.90381,0.5752,2483,1
88586,1455.89014,0.83818,1.19821,1455.54443,0.3457,2484,1
88631,1456.62842,0.93425,1.18184,1455.90674,0.72168,2485,1
88638,1456.74365,0.97817,1.29059,1456.64502,0.09863,2486,1
88678,1457.40088,0.84605,2.11868,1456.80908,0.5918,2487,1
88696,1457.69678,0.83712,2.06603,1457.41846,0.27832,2488,1
89198,1465.94385,0.94716,1.66692,1457.76221,8.18164,2489,1
89486,1470.67529,0.93647,1.68043,1465.95947,4.71582,2490,1
89666,1473.63232,0.93467,1.6797,1470.69092,2.94141,2491,1
89718,1474.48682,0.92346,1.68457,1473.6499,0.83691,2492,1
89781,1475.5376,0.92803,1.66894,1474.50244,1.03516,2493,1
89794,1475.75146,0.80768,1.47713,1475.5542,0.19727,2494,1
89819,1476.16162,0.47295,0.64668,1475.81689,0.34473,2495,1
89879,1477.14795,0.26733,0.98224,1476.67139,0.47656,2496,1
89925,1477.91943,0.523,0.98118,1477.52588,0.39355,2497,1
89945,1478.24854,0.3102,1.79189,1477.98584,0.2627,2498,1
89958,1478.46143,0.34255,1.51336,1478.26514,0.19629,2499,1
89974,1478.7251,0.5051,0.6112,1478.52783,0.19727,2500,1
89996,1479.08643,0.49593,0.47644,1478.79053,0.2959,2501,1
90038,1479.77588,0.45693,0.41809,1479.30029,0.47559,2502,1
90046,1479.90771,0.43446,0.42236,1479.79248,0.11523,2503,1
90070,1480.30225,0.50105,0.36624,1480.12158,0.18066,2504,1
90097,1480.74561,0.39268,0.19763,1480.51514,0.23047,2505,1
90121,1481.14014,-0.06017,0.06707,1480.90967,0.23047,2506,1
90136,1481.38623,0.42885,0.5566,1481.25439,0.13184,2507,1
90167,1481.89502,0.46131,0.42761,1481.64893,0.24609,2508,1
90184,1482.17432,0.49261,0.35922,1481.91162,0.2627,2509,1
90240,1483.09424,0.41724,1.75842,1482.38818,0.70605,2510,1
90290,1483.9165,0.50498,0.37846,1483.35791,0.55859,2511,1
90313,1484.29443,0.49064,0.34358,1483.93213,0.3623,2512,1
90347,1484.85205,0.55331,0.41115,1484.31006,0.54199,2513,1
90416,1485.98584,0.51696,0.3568,1484.86865,1.11719,2514,1
90446,1486.479,0.55954,0.34786,1486.00244,0.47656,2515,1
90483,1487.08643,0.56528,0.40587,1486.49561,0.59082,2516,1
90514,1487.59619,0.64934,0.43912,1487.10303,0.49316,2517,1
90539,1488.00635,0.6228,0.41762,1487.61279,0.39355,2518,1
90569,1488.49951,0.58416,0.40061,1488.02295,0.47656,2519,1
90606,1489.10693,0.52065,0.35364,1488.51611,0.59082,2520,1
90658,1489.96143,0.45318,0.32929,1489.12354,0.83789,2521,1
90694,1490.55322,0.43605,0.35726,1489.97803,0.5752,2522,1
90718,1490.94775,0.44996,0.3455,1490.56982,0.37793,2523,1
90738,1491.27588,0.50679,0.34488,1491.01318,0.2627,2524,1
90808,1492.42627,0.46534,0.36871,1491.29248,1.13379,2525,1
90825,1492.70557,0.46998,0.41744,1492.44287,0.2627,2526,1
90839,1492.93506,0.42772,0.42782,1492.72119,0.21387,2527,1
90894,1493.83838,0.51066,0.40528,1493.14893,0.68945,2528,1
90924,1494.33447,0.59614,0.47609,1493.85498,0.47949,2529,1
90982,1495.28467,0.60805,0.5264,1494.34814,0.93652,2530,1
90998,1495.54736,0.5281,0.49069,1495.30127,0.24609,2531,1
91025,1495.99072,0.48532,0.43351,1495.56396,0.42676,2532,1
91053,1496.45068,0.44359,0.39547,1496.00732,0.44336,2533,1
91120,1497.55127,0.44779,0.4169,1496.46729,1.08398,2534,1
91158,1498.17627,0.56624,0.38051,1497.61768,0.55859,2535,1
91186,1498.63623,0.4012,0.35856,1498.2417,0.39453,2536,1
91207,1498.98096,0.53936,0.34096,1498.70166,0.2793,2537,1
91283,1500.229,0.59936,0.33632,1499.29248,0.93652,2538,1
91300,1500.5083,0.6597,0.29442,1500.24561,0.2627,2539,1
91330,1501.00146,0.68712,0.24056,1500.5249,0.47656,2540,1
91349,1501.31396,0.63502,0.26746,1501.01807,0.2959,2541,1
91378,1501.78955,0.5593,0.27356,1501.33057,0.45898,2542,1
91424,1502.54541,0.55052,0.29184,1501.80615,0.73926,2543,1
91449,1502.95654,0.59903,0.25315,1502.56201,0.39453,2544,1
91489,1503.61377,0.56173,0.27765,1502.97314,0.64063,2545,1
91515,1504.04053,0.54358,0.31998,1503.63037,0.41016,2546,1
91538,1504.41846,0.4518,0.19724,1504.15576,0.2627,2547,1
91546,1504.55029,0.42069,0.1557,1504.43506,0.11523,2548,1
91573,1504.99365,0.42834,0.29345,1504.76318,0.23047,2549,1
