label	x	y	start	end	duration
fixation	56.525333111102775	25.8944577895678	1565624148130000.0	1565624148260000.0	130.0
saccade	59.16658937931061	12.02172450721264	1565624148450000.0	1565624148540000.0	90.0
fixation	59.2966628074646	12.453801222145556	1565624148550000.0	1565624148760000.0	210.0
saccade	53.38548123836517	14.851876348257065	1565624148970000.0	1565624149040000.0	70.0
fixation	53.257452448209136	14.29627680530151	1565624149050000.0	1565624149170000.0	120.0
saccade	63.53980302810669	13.53558897972107	1565624149230000.0	1565624149310000.0	80.0
fixation	68.7556185505607	11.612225188450381	1565624149320000.0	1565624149550000.0	230.0
saccade	62.020695209503174	24.640284478664398	1565624149530000.0	1565624149570000.0	40.0
fixation	60.08442406143461	28.373336579118448	1565624149580000.0	1565624149730000.0	150.0
saccade	58.825546503067024	27.009594440460205	1565624149720000.0	1565624149740000.0	20.0
fixation	56.013774623473495	23.87069339553515	1565624149750000.0	1565624149870000.0	120.0
saccade	55.80730438232422	24.23727959394455	1565624149850000.0	1565624149860000.0	10.0
fixation	55.990187736118536	24.113337695598602	1565624149870000.0	1565624150050000.0	180.0
saccade	53.299981355667114	36.1955389380455	1565624150320000.0	1565624150560000.0	240.0
fixation	53.18090511219842	37.2673666902951	1565624150570000.0	1565624150720000.0	150.0
saccade	56.59778416156769	38.24031502008438	1565624150730000.0	1565624150770000.0	40.0
fixation	56.56874881071203	37.80027338687111	1565624150780000.0	1565624150960000.0	180.0
saccade	55.46018183231354	46.91698998212814	1565624150950000.0	1565624151000000.0	50.0
fixation	55.233149561617104	50.45006225506464	1565624151020000.0	1565624151200000.0	180.0
saccade	54.57946658134461	50.382289290428155	1565624151180000.0	1565624151200000.0	20.0
fixation	53.00846149524054	50.71006715297699	1565624151220000.0	1565624151340000.0	120.0
saccade	57.85320997238159	50.26073157787323	1565624151340000.0	1565624151370000.0	30.0
fixation	57.61683519397463	50.50838738679886	1565624151380000.0	1565624151530000.0	150.0
saccade	52.52695679664612	64.96778428554535	1565624151750000.0	1565624151870000.0	120.0
fixation	52.289832135041564	62.00966164469719	1565624151880000.0	1565624152000000.0	120.0
saccade	54.46156561374664	62.580573558807366	1565624152080000.0	1565624152140000.0	60.0
fixation	57.30722356926311	63.064416701143436	1565624152150000.0	1565624152260000.0	110.0
saccade	57.32480585575104	63.36209774017334	1565624152240000.0	1565624152250000.0	10.0
fixation	57.233864234553444	63.48183287514582	1565624152260000.0	1565624152450000.0	190.0
saccade	55.57408034801483	72.36304879188538	1565624152430000.0	1565624152470000.0	40.0
fixation	55.43004522720973	75.2222401400407	1565624152480000.0	1565624152600000.0	120.0
saccade	55.15730082988739	75.14351904392242	1565624152610000.0	1565624152640000.0	30.0
fixation	55.27302691569695	75.20617384176988	1565624152650000.0	1565624152780000.0	130.0
saccade	55.20923435688019	74.89396333694458	1565624152760000.0	1565624152770000.0	10.0
fixation	54.60926578158424	75.52878998574757	1565624152780000.0	1565624153000000.0	220.0
saccade	57.895338535308845	74.87103641033174	1565624153050000.0	1565624153080000.0	30.0
fixation	57.70656053836529	75.52381868545825	1565624153090000.0	1565624153230000.0	140.0
saccade	57.71052837371826	76.0401725769043	1565624153200000.0	1565624153210000.0	10.0
fixation	57.641087066043504	76.52635763991962	1565624153230000.0	1565624153340000.0	110.0
saccade	24.69756230711937	72.64991998672484	1565624153380000.0	1565624153460000.0	80.0
fixation	25.13034472411329	73.10059124773198	1565624153470000.0	1565624153580000.0	110.0
saccade	24.973588436841965	73.12555611133575	1565624153560000.0	1565624153570000.0	10.0
fixation	25.0307625780503	75.82828104496001	1565624153580000.0	1565624153700000.0	120.0
saccade	24.056781828403476	76.18263959884644	1565624153680000.0	1565624153700000.0	20.0
fixation	20.65186120569706	77.17247679829596	1565624153710000.0	1565624153920000.0	210.0
saccade	21.84691429138184	77.50754654407501	1565624153910000.0	1565624153940000.0	30.0
fixation	24.45431087166071	76.89130917191504	1565624153950000.0	1565624154160000.0	210.0
saccade	28.27571332454681	76.8533557653427	1565624154160000.0	1565624154190000.0	30.0
fixation	28.318343199789524	76.71649083495141	1565624154200000.0	1565624154640000.0	440.0
saccade	23.788408190011978	67.72826611995697	1565624154790000.0	1565624154870000.0	80.0
fixation	25.43570771813393	63.825551551931035	1565624154880000.0	1565624155060000.0	180.0
saccade	24.678190052509308	64.88518714904785	1565624155090000.0	1565624155140000.0	50.0
fixation	21.712389359107384	68.17908607996425	1565624155150000.0	1565624155280000.0	130.0
saccade	21.8658410012722	69.15054619312286	1565624155280000.0	1565624155300000.0	20.0
fixation	21.721288462479905	70.86993793646495	1565624155310000.0	1565624155470000.0	160.0
saccade	34.548822045326226	62.97208964824677	1565624155650000.0	1565624155770000.0	120.0
fixation	36.01481603539509	63.869094071180925	1565624155780000.0	1565624156020000.0	240.0
saccade	21.397499740123752	68.9055770635605	1565624156160000.0	1565624156230000.0	70.0
fixation	21.64184306230809	68.820773727364	1565624156250000.0	1565624156430000.0	180.0
saccade	21.43896371126175	69.16840076446533	1565624156490000.0	1565624156510000.0	20.0
fixation	21.661716523139106	69.12563600038227	1565624156520000.0	1565624156930000.0	410.0
saccade	21.461423486471176	69.62023079395294	1565624156910000.0	1565624156920000.0	10.0
fixation	21.59683466888964	69.56361830234529	1565624156930000.0	1565624157100000.0	170.0
saccade	23.204757273197174	69.34296786785126	1565624157080000.0	1565624157100000.0	20.0
fixation	28.079524636268612	67.47872917091145	1565624157110000.0	1565624157290000.0	180.0
saccade	32.900555431842804	67.3627734184265	1565624157320000.0	1565624157370000.0	50.0
fixation	34.04417886183812	66.93447621969077	1565624157380000.0	1565624157510000.0	130.0
saccade	23.251597583293915	68.31892430782318	1565624157760000.0	1565624157860000.0	100.0
fixation	23.149537348321505	69.31199175970896	1565624157870000.0	1565624158010000.0	140.0
saccade	23.116964101791385	69.65393424034119	1565624157990000.0	1565624158000000.0	10.0
fixation	22.195971079848032	69.99958076260306	1565624158010000.0	1565624158240000.0	230.0
saccade	22.011318802833557	69.70382034778595	1565624158310000.0	1565624158330000.0	20.0
fixation	22.094189142808318	70.40811870247127	1565624158340000.0	1565624158510000.0	170.0
saccade	22.11719900369644	70.82796096801758	1565624158490000.0	1565624158500000.0	10.0
fixation	21.72852149515441	72.20045951279727	1565624158510000.0	1565624158870000.0	360.0
saccade	21.483207494020466	72.07442820072173	1565624158840000.0	1565624158850000.0	10.0
fixation	20.738971020494187	71.80585925068173	1565624158870000.0	1565624159010000.0	140.0
saccade	20.64558267593384	71.77224159240724	1565624158990000.0	1565624159000000.0	10.0
fixation	20.689844929923613	71.59230808417003	1565624159010000.0	1565624159270000.0	260.0
saccade	21.432505548000336	71.71426713466643	1565624159240000.0	1565624159270000.0	30.0
fixation	22.689142759357182	71.02559540952954	1565624159280000.0	1565624159650000.0	370.0
saccade	22.287347167730328	71.0739016532898	1565624159630000.0	1565624159640000.0	10.0
fixation	22.239169875780746	71.06603423754376	1565624159650000.0	1565624159810000.0	160.0
saccade	22.30287715792656	71.11150920391083	1565624159790000.0	1565624159800000.0	10.0
fixation	21.168769625100218	71.21482410214163	1565624159810000.0	1565624159920000.0	110.0
saccade	21.284265816211697	71.86217308044435	1565624159900000.0	1565624159910000.0	10.0
fixation	21.12341804000048	71.84863090515138	1565624159920000.0	1565624160050000.0	130.0
saccade	20.948494225740433	72.1532940864563	1565624160030000.0	1565624160040000.0	10.0
fixation	21.26320903499921	72.0627357562383	1565624160050000.0	1565624160210000.0	160.0
saccade	21.240181475877762	72.10602164268494	1565624160190000.0	1565624160200000.0	10.0
fixation	22.683234796637578	71.77617663428897	1565624160210000.0	1565624160430000.0	220.0
saccade	22.30506241321564	71.08211517333984	1565624160410000.0	1565624160430000.0	20.0
fixation	21.43635880202055	68.39428490826062	1565624160440000.0	1565624160740000.0	300.0
saccade	22.245412319898605	56.67509138584137	1565624160740000.0	1565624160800000.0	60.0
fixation	21.630830453200765	55.066894672133714	1565624160810000.0	1565624160920000.0	110.0
saccade	23.99681359529495	53.25641930103302	1565624160990000.0	1565624161020000.0	30.0
fixation	24.58594648965768	52.15423809630529	1565624161030000.0	1565624161170000.0	140.0
saccade	25.811725854873657	66.40177071094513	1565624161610000.0	1565624161830000.0	220.0
fixation	26.12577183888509	66.58492638514592	1565624161840000.0	1565624161970000.0	130.0
saccade	32.552801072597504	65.62580168247223	1565624161950000.0	1565624162000000.0	50.0
fixation	35.41358086195859	65.42127620090136	1565624162010000.0	1565624162120000.0	110.0
saccade	28.41341495513916	58.658573031425476	1565624162150000.0	1565624162200000.0	50.0
fixation	23.47098040793623	52.15608179569245	1565624162210000.0	1565624162350000.0	140.0
saccade	23.859868198633194	52.36743986606598	1565624162330000.0	1565624162340000.0	10.0
fixation	23.923931406302884	52.60401584885337	1565624162350000.0	1565624162460000.0	110.0
saccade	24.552684277296066	52.47032344341278	1565624162530000.0	1565624162680000.0	150.0
fixation	24.4629870634526	51.776184141635895	1565624162700000.0	1565624162860000.0	160.0
saccade	22.047971934080124	58.16219449043274	1565624162970000.0	1565624163060000.0	90.0
fixation	21.69760633260012	58.31435422102611	1565624163070000.0	1565624163200000.0	130.0
saccade	24.425595998764038	54.482123255729675	1565624163250000.0	1565624163300000.0	50.0
fixation	25.45500658452511	51.90610753165351	1565624163310000.0	1565624163500000.0	190.0
saccade	25.6035715341568	52.21715867519379	1565624163530000.0	1565624163560000.0	30.0
fixation	26.380249485373497	52.12308913469314	1565624163570000.0	1565624163740000.0	170.0
saccade	32.36112743616104	51.64999961853027	1565624163730000.0	1565624163760000.0	30.0
fixation	36.467882328563256	51.31851840350364	1565624163770000.0	1565624163960000.0	190.0
saccade	22.20572233200073	82.76653289794922	1565624164260000.0	1565624164420000.0	160.0
fixation	22.206738184798848	81.61409741098231	1565624164430000.0	1565624164540000.0	110.0
saccade	21.99141681194305	79.62549328804015	1565624164540000.0	1565624164560000.0	20.0
fixation	22.4816391710192	77.01368462294342	1565624164570000.0	1565624164740000.0	170.0
saccade	20.860704779624943	77.16013789176941	1565624164740000.0	1565624164760000.0	20.0
fixation	20.0694692276773	76.78193648656209	1565624164770000.0	1565624164990000.0	220.0
saccade	21.348384767770764	76.95036828517914	1565624164970000.0	1565624164990000.0	20.0
fixation	25.30954399186632	76.68124566907468	1565624165010000.0	1565624165250000.0	240.0
saccade	24.979326128959656	76.96604132652283	1565624165310000.0	1565624165330000.0	20.0
fixation	23.136529326438907	76.91607971986134	1565624165340000.0	1565624165530000.0	190.0
saccade	24.18136298656464	76.63809061050416	1565624165510000.0	1565624165530000.0	20.0
fixation	26.850103125685735	76.7610185203098	1565624165540000.0	1565624165760000.0	220.0
saccade	27.44595855474472	77.3545742034912	1565624165740000.0	1565624165760000.0	20.0
fixation	30.458613336086273	76.81706368923187	1565624165770000.0	1565624166040000.0	270.0
saccade	35.478852689266205	76.93342566490173	1565624166090000.0	1565624166120000.0	30.0
fixation	35.60749015637806	76.95025503635406	1565624166130000.0	1565624166270000.0	140.0
saccade	37.31990903615952	77.16895341873169	1565624166290000.0	1565624166320000.0	30.0
fixation	37.322137173679145	77.27423558632533	1565624166330000.0	1565624166520000.0	190.0
saccade	21.945683658123016	78.4378230571747	1565624166540000.0	1565624166590000.0	50.0
fixation	21.44980665409204	78.41717962062721	1565624166600000.0	1565624166960000.0	360.0
saccade	21.56650647521019	76.75139605998994	1565624166950000.0	1565624166970000.0	20.0
fixation	21.84790479748145	76.6723869935326	1565624166980000.0	1565624167230000.0	250.0
saccade	22.56973385810852	76.71865224838255	1565624167200000.0	1565624167230000.0	30.0
fixation	24.903876086076103	77.10631854004329	1565624167240000.0	1565624167430000.0	190.0
saccade	25.980868935585022	77.93850302696228	1565624167490000.0	1565624167530000.0	40.0
fixation	29.990806324141367	77.98090747424534	1565624167540000.0	1565624167840000.0	300.0
saccade	30.670997500419613	86.33820116519928	1565624167850000.0	1565624168060000.0	210.0
fixation	30.806904782851532	79.6784850458304	1565624168070000.0	1565624168190000.0	120.0
saccade	31.522336602211	79.13246750831605	1565624168170000.0	1565624168190000.0	20.0
fixation	34.72924541968565	79.55476893828465	1565624168200000.0	1565624168340000.0	140.0
saccade	34.54238325357437	79.99274432659148	1565624168310000.0	1565624168330000.0	20.0
fixation	34.520273618400104	80.15159375965595	1565624168340000.0	1565624168770000.0	430.0
saccade	25.142620503902435	77.50450074672698	1565624168770000.0	1565624168820000.0	50.0
fixation	22.97986807192073	76.65470838546753	1565624168840000.0	1565624169010000.0	170.0
saccade	22.77456820011139	76.97566747665404	1565624169000000.0	1565624169020000.0	20.0
fixation	20.12324155204826	76.40816238191394	1565624169040000.0	1565624169220000.0	180.0
saccade	20.91458961367607	76.54848396778107	1565624169200000.0	1565624169220000.0	20.0
fixation	23.62469206705238	76.38659287582746	1565624169240000.0	1565624169590000.0	350.0
saccade	21.64186462759972	80.1096737384796	1565624169720000.0	1565624169770000.0	50.0
fixation	21.49316760547021	80.79959820298588	1565624169780000.0	1565624169960000.0	180.0
saccade	21.652618050575253	80.49713671207428	1565624170060000.0	1565624170090000.0	30.0
fixation	23.06747607610844	77.52491633097331	1565624170100000.0	1565624170390000.0	290.0
saccade	23.770181089639664	77.83510982990266	1565624170370000.0	1565624170390000.0	20.0
fixation	27.397077598355036	76.69724036346783	1565624170400000.0	1565624170510000.0	110.0
saccade	27.53702998161316	76.72578394412993	1565624170490000.0	1565624170500000.0	10.0
fixation	27.28298174984315	76.33924133637372	1565624170510000.0	1565624170690000.0	180.0
saccade	23.221267014741894	76.38671398162842	1565624170830000.0	1565624170890000.0	60.0
fixation	21.278039758142672	76.83969375334289	1565624170900000.0	1565624171100000.0	200.0
saccade	23.972274363040924	77.00798809528352	1565624171120000.0	1565624171170000.0	50.0
fixation	23.878824412822727	77.10110938549042	1565624171180000.0	1565624171450000.0	270.0
saccade	25.75711160898209	77.73369550704956	1565624171420000.0	1565624171460000.0	40.0
fixation	29.466826671903785	78.73654948039488	1565624171470000.0	1565624171700000.0	230.0
saccade	33.07362347841263	80.61597049236299	1565624171690000.0	1565624171710000.0	20.0
fixation	33.7323838756198	81.20616674423219	1565624171720000.0	1565624171940000.0	220.0
saccade	36.79746389389038	77.25285887718199	1565624172010000.0	1565624172060000.0	50.0
fixation	36.878923575083405	77.00908035039902	1565624172070000.0	1565624172190000.0	120.0
saccade	36.70006990432739	77.44997143745421	1565624172170000.0	1565624172180000.0	10.0
fixation	36.54258467257023	77.26659417152405	1565624172190000.0	1565624172400000.0	210.0
saccade	35.189726948738105	77.61210203170776	1565624172420000.0	1565624172440000.0	20.0
fixation	35.12173697352409	77.2824391722679	1565624172460000.0	1565624172670000.0	210.0
saccade	35.03251224756241	76.90816223621368	1565624172640000.0	1565624172660000.0	20.0
fixation	32.313614200662684	76.61081541467595	1565624172670000.0	1565624172960000.0	290.0
saccade	31.501927971839905	76.74907743930818	1565624172930000.0	1565624172960000.0	30.0
fixation	28.24091464281082	76.37643776834011	1565624172970000.0	1565624173130000.0	160.0
saccade	30.399450659751892	76.35217308998108	1565624173120000.0	1565624173150000.0	30.0
fixation	31.62779198451476	77.07748656923121	1565624173170000.0	1565624173400000.0	230.0
saccade	29.1647270321846	76.7312318086624	1565624173390000.0	1565624173420000.0	30.0
fixation	24.106045883326306	76.58315868604751	1565624173430000.0	1565624173650000.0	220.0
saccade	23.49492609500885	76.29708051681519	1565624173630000.0	1565624173650000.0	20.0
fixation	21.177887224725314	77.0752585359982	1565624173670000.0	1565624173810000.0	140.0
saccade	20.977098494768146	77.51129567623137	1565624173790000.0	1565624173800000.0	10.0
fixation	21.156386323273185	77.3515124619007	1565624173810000.0	1565624174020000.0	210.0
saccade	21.437547355890274	78.12203168869019	1565624174000000.0	1565624174020000.0	20.0
fixation	21.892670855710378	81.33627944870999	1565624174030000.0	1565624174230000.0	200.0
saccade	29.36622351408005	77.56167948246001	1565624174220000.0	1565624174250000.0	30.0
fixation	33.419120187560715	75.87344795465471	1565624174270000.0	1565624174390000.0	120.0
saccade	34.088438749313354	76.54914855957031	1565624174390000.0	1565624174420000.0	30.0
fixation	36.684793474212775	76.97430820234361	1565624174430000.0	1565624174760000.0	330.0
saccade	36.22487485408783	79.81793880462645	1565624174760000.0	1565624174920000.0	160.0
fixation	35.86840582521339	77.7246272877643	1565624174930000.0	1565624175130000.0	200.0
saccade	34.64324176311493	78.79616022109984	1565624175120000.0	1565624175150000.0	30.0
fixation	31.99643032117324	80.43156943537973	1565624175160000.0	1565624175400000.0	240.0
saccade	28.814613819122314	80.93580007553099	1565624175390000.0	1565624175420000.0	30.0
fixation	21.716907235883895	81.22281951289024	1565624175430000.0	1565624175760000.0	330.0
saccade	20.837784558534626	80.0742655992508	1565624175760000.0	1565624175790000.0	30.0
fixation	21.174168835083645	77.5170675582356	1565624175800000.0	1565624175990000.0	190.0
saccade	22.74617180228233	78.13430428504944	1565624176020000.0	1565624176050000.0	30.0
fixation	26.014037599617787	76.55328593470834	1565624176060000.0	1565624176300000.0	240.0
saccade	29.15588021278381	76.91820561885835	1565624176290000.0	1565624176310000.0	20.0
fixation	30.10088875889778	77.05398499965669	1565624176320000.0	1565624176530000.0	210.0
saccade	29.7484889626503	76.94964408874513	1565624176510000.0	1565624176520000.0	10.0
fixation	29.853670069804558	77.15383768081666	1565624176530000.0	1565624176660000.0	130.0
saccade	27.635058760643005	78.31128537654877	1565624176650000.0	1565624176690000.0	40.0
fixation	23.58381077647209	81.17197250065053	1565624176700000.0	1565624176900000.0	200.0
saccade	23.440195620059967	80.85616230964659	1565624176870000.0	1565624176890000.0	20.0
fixation	21.907854788005352	81.09774038195609	1565624176900000.0	1565624177110000.0	210.0
saccade	22.10771888494492	81.72610402107239	1565624177090000.0	1565624177100000.0	10.0
fixation	21.823117558075037	82.00089620507282	1565624177110000.0	1565624177350000.0	240.0
saccade	21.47984355688095	80.9396058320999	1565624177330000.0	1565624177350000.0	20.0
fixation	20.578981368314647	77.57581571737927	1565624177360000.0	1565624177580000.0	220.0
saccade	21.18599265813827	77.65917181968689	1565624177560000.0	1565624177580000.0	20.0
fixation	23.39738649316132	78.04429819807409	1565624177600000.0	1565624177940000.0	340.0
saccade	39.11348581314087	79.58005368709564	1565624178020000.0	1565624178080000.0	60.0
fixation	39.20702717520974	79.68263707377695	1565624178100000.0	1565624178450000.0	350.0
saccade	39.08013850450516	79.2278677225113	1565624178430000.0	1565624178440000.0	10.0
fixation	38.881645500659936	79.45624887943269	1565624178450000.0	1565624178660000.0	210.0
saccade	38.88895064592362	78.86827290058136	1565624178710000.0	1565624178740000.0	30.0
fixation	38.767364892092615	78.21513143452731	1565624178750000.0	1565624178860000.0	110.0
saccade	38.57292532920837	78.1200647354126	1565624178840000.0	1565624178850000.0	10.0
fixation	36.68295465982877	76.79679852265578	1565624178860000.0	1565624178990000.0	130.0
saccade	36.32353842258453	76.44588351249696	1565624178970000.0	1565624178980000.0	10.0
fixation	36.578019615262754	76.89032815396786	1565624178990000.0	1565624179160000.0	170.0
saccade	37.53330558538437	76.49672031402588	1565624179170000.0	1565624179190000.0	20.0
fixation	37.3106872183936	76.65071598121098	1565624179210000.0	1565624179580000.0	370.0
saccade	54.3266236782074	76.60400569438934	1565624179760000.0	1565624179880000.0	120.0
fixation	59.672007213036224	77.53130222360294	1565624179890000.0	1565624180020000.0	130.0
saccade	66.77931249141693	74.66326355934144	1565624180130000.0	1565624180170000.0	40.0
fixation	66.24664021165748	75.0257837144952	1565624180180000.0	1565624180380000.0	200.0
saccade	58.33773612976074	75.3048211336136	1565624180360000.0	1565624180410000.0	50.0
fixation	56.9658973813057	75.58238506317139	1565624180420000.0	1565624180630000.0	210.0
saccade	54.49451804161072	76.23799145221709	1565624180680000.0	1565624180720000.0	40.0
fixation	54.58367878482456	76.1641025543213	1565624180730000.0	1565624180950000.0	220.0
saccade	66.74679517745972	74.57832098007201	1565624180930000.0	1565624180980000.0	50.0
fixation	68.95823095526013	75.72697798411052	1565624180990000.0	1565624181220000.0	230.0
saccade	55.565428733825684	60.34969985485077	1565624181440000.0	1565624181560000.0	120.0
fixation	55.20094100918089	61.14105752536229	1565624181570000.0	1565624181720000.0	150.0
saccade	37.1220737695694	77.28361487388611	1565624181690000.0	1565624181750000.0	60.0
fixation	35.61516160314733	78.05502089587125	1565624181760000.0	1565624181870000.0	110.0
saccade	36.00786030292511	75.39886832237244	1565624182000000.0	1565624182060000.0	60.0
fixation	36.3326413432757	76.35690649350485	1565624182070000.0	1565624182230000.0	160.0
saccade	34.791281819343574	32.448020577430725	1565624182590000.0	1565624182690000.0	100.0
fixation	34.60697802630338	31.996782259507608	1565624182700000.0	1565624182810000.0	110.0
saccade	26.591192185878754	31.28188252449036	1565624182840000.0	1565624182880000.0	40.0
fixation	26.286053772156052	30.009206670981182	1565624182890000.0	1565624183030000.0	140.0
saccade	25.7672518491745	28.21112722158432	1565624183090000.0	1565624183110000.0	20.0
fixation	25.49659609794617	27.283716301123306	1565624183130000.0	1565624183280000.0	150.0
saccade	21.48461863398552	30.51300942897797	1565624183390000.0	1565624183550000.0	160.0
fixation	21.365654841065407	29.468497509757682	1565624183560000.0	1565624183680000.0	120.0
saccade	21.33201584219933	28.878346085548397	1565624183660000.0	1565624183670000.0	10.0
fixation	21.32512188770555	28.24576618996533	1565624183680000.0	1565624183790000.0	110.0
saccade	21.045991033315662	22.52134308218956	1565624183780000.0	1565624183810000.0	30.0
fixation	19.607419189479614	13.937225937843325	1565624183820000.0	1565624184010000.0	190.0
saccade	20.615246891975406	13.7555044144392	1565624183990000.0	1565624184010000.0	20.0
fixation	22.514708684040947	13.340060355571598	1565624184020000.0	1565624184160000.0	140.0
saccade	23.1805682182312	13.031549379229546	1565624184180000.0	1565624184210000.0	30.0
fixation	25.603935619195298	12.638075618694224	1565624184220000.0	1565624184350000.0	130.0
saccade	25.38026720285416	11.930317059159279	1565624184350000.0	1565624184370000.0	20.0
fixation	25.500284241778512	12.394982496542589	1565624184380000.0	1565624184520000.0	140.0
saccade	25.305542349815372	18.966236710548397	1565624184510000.0	1565624184550000.0	40.0
fixation	25.201237545563625	29.657264168445877	1565624184560000.0	1565624184690000.0	130.0
saccade	24.89519342780113	26.635372638702393	1565624184690000.0	1565624184710000.0	20.0
fixation	25.128011172637343	25.06238562054932	1565624184720000.0	1565624184890000.0	170.0
saccade	25.3669872879982	30.36285787820816	1565624184960000.0	1565624185010000.0	50.0
fixation	25.688047879017315	36.92771391226695	1565624185020000.0	1565624185160000.0	140.0
saccade	25.74690207839012	37.56737262010574	1565624185130000.0	1565624185150000.0	20.0
fixation	25.914699025452137	37.86842388411363	1565624185160000.0	1565624185280000.0	120.0
saccade	29.471707344055176	76.44006907939911	1565624185360000.0	1565624185410000.0	50.0
fixation	29.37045730650425	75.85757945974667	1565624185420000.0	1565624185550000.0	130.0
saccade	30.172614753246307	75.87240636348723	1565624185520000.0	1565624185550000.0	30.0
fixation	32.576519809663296	78.6155892536044	1565624185560000.0	1565624185720000.0	160.0
saccade	26.96477025747299	38.96358162164688	1565624190490000.0	1565624190620000.0	130.0
fixation	26.40102425446877	37.995769198124215	1565624190630000.0	1565624190770000.0	140.0
saccade	27.42895781993866	56.506997346878045	1565624190920000.0	1565624191060000.0	140.0
fixation	26.232121201852962	52.67444849014282	1565624191070000.0	1565624191190000.0	120.0
saccade	25.66846311092377	65.81085622310638	1565624191320000.0	1565624191460000.0	140.0
fixation	25.424839556217194	63.180585090930656	1565624191470000.0	1565624191600000.0	130.0
saccade	34.54524278640747	68.02721917629242	1565624191770000.0	1565624191870000.0	100.0
fixation	34.73814885531153	68.88119663511003	1565624191880000.0	1565624192020000.0	140.0
saccade	37.77052462100983	75.55388808250426	1565624192000000.0	1565624192030000.0	30.0
fixation	38.234672695398324	77.4341990550359	1565624192040000.0	1565624192230000.0	190.0
saccade	36.70403063297272	67.66781508922577	1565624192210000.0	1565624192260000.0	50.0
fixation	36.839212104678154	63.243079371750355	1565624192270000.0	1565624192430000.0	160.0
saccade	36.858628690242774	63.90206515789032	1565624192410000.0	1565624192420000.0	10.0
fixation	36.9746199120646	64.18166652969693	1565624192430000.0	1565624192680000.0	250.0
saccade	35.972771048545845	63.118693232536316	1565624192700000.0	1565624192730000.0	30.0
fixation	35.67205137676663	63.460224866867065	1565624192740000.0	1565624192930000.0	190.0
saccade	35.87309122085571	52.27201581001282	1565624192920000.0	1565624192970000.0	50.0
fixation	35.66779365142187	50.40258268515268	1565624192980000.0	1565624193130000.0	150.0
saccade	37.191087007522576	65.7498925924301	1565624193350000.0	1565624193450000.0	100.0
fixation	37.157480698078864	65.037527307868	1565624193470000.0	1565624193630000.0	160.0
saccade	35.059866309165955	76.27367377281189	1565624194050000.0	1565624194310000.0	260.0
fixation	35.17011282118884	76.02148706262761	1565624194320000.0	1565624194430000.0	110.0
saccade	33.472926914691925	39.299501478672035	1565624194620000.0	1565624194750000.0	130.0
fixation	33.1369320100004	36.755018884485416	1565624194760000.0	1565624194880000.0	120.0
saccade	33.69397819042206	37.27373331785203	1565624194860000.0	1565624194890000.0	30.0
fixation	35.110185543696076	38.16706794831488	1565624194900000.0	1565624195090000.0	190.0
saccade	35.50384342670441	38.86225074529648	1565624195060000.0	1565624195090000.0	30.0
fixation	36.926188444097846	38.22403512895107	1565624195100000.0	1565624195220000.0	120.0
saccade	37.08963990211487	38.04237395524978	1565624195200000.0	1565624195210000.0	10.0
fixation	36.81590259075165	37.668499923669366	1565624195220000.0	1565624195350000.0	130.0
saccade	23.61190244555473	37.05641776323319	1565624195630000.0	1565624195750000.0	120.0
fixation	23.73129857534712	37.6206749542193	1565624195760000.0	1565624196000000.0	240.0
saccade	23.807334154844284	37.81787008047104	1565624196020000.0	1565624196040000.0	20.0
fixation	23.74992411244999	37.39313808354464	1565624196050000.0	1565624196160000.0	110.0
saccade	26.367376744747162	37.52550631761551	1565624196160000.0	1565624196200000.0	40.0
fixation	26.327325403690338	37.76829513636503	1565624196210000.0	1565624196320000.0	110.0
saccade	32.76006430387497	42.11311787366867	1565624196650000.0	1565624196740000.0	90.0
fixation	32.82638229429722	41.521451373895005	1565624196750000.0	1565624196870000.0	120.0
saccade	14.960917830467224	41.11453145742416	1565624197000000.0	1565624197090000.0	90.0
fixation	14.835773780941965	40.42072556912899	1565624197100000.0	1565624197220000.0	120.0
saccade	22.1236415207386	40.31276851892471	1565624197260000.0	1565624197300000.0	40.0
fixation	21.96559361182153	40.40081477724016	1565624197310000.0	1565624197650000.0	340.0
saccade	21.603160351514816	40.544848144054406	1565624197630000.0	1565624197640000.0	10.0
fixation	21.92726107314229	40.99700353108347	1565624197650000.0	1565624198000000.0	350.0
saccade	5.771961435675621	45.15082091093063	1565624198170000.0	1565624198270000.0	100.0
fixation	5.495943861703077	43.73750468095143	1565624198280000.0	1565624198440000.0	160.0
saccade	5.13214785605669	43.10164004564285	1565624198480000.0	1565624198520000.0	40.0
fixation	5.6920847203582525	40.633042603731155	1565624198530000.0	1565624198740000.0	210.0
saccade	5.470270663499832	40.46729058027268	1565624198720000.0	1565624198730000.0	10.0
fixation	5.237018356898001	40.253655718905584	1565624198740000.0	1565624198880000.0	140.0
saccade	4.4482218101620665	45.41197717189789	1565624199250000.0	1565624199370000.0	120.0
fixation	4.544390831142664	45.89699869975448	1565624199380000.0	1565624199550000.0	170.0
saccade	4.293959587812424	46.14829570055008	1565624199560000.0	1565624199580000.0	20.0
fixation	4.209394119679929	45.85771481196085	1565624199590000.0	1565624199750000.0	160.0
saccade	4.0448369458317766	46.476048231124885	1565624199820000.0	1565624199850000.0	30.0
fixation	3.978098416700959	48.70217426546982	1565624199860000.0	1565624200160000.0	300.0
saccade	5.645575560629367	51.382824778556824	1565624200520000.0	1565624200620000.0	100.0
fixation	5.228662269655615	53.463364206254475	1565624200630000.0	1565624200790000.0	160.0
